2024-02-05T09:50:38.520737
,Long Name,Sector,Price,Trailing PE,Forward PE,Market Cap,Dividend Yield,Payout Ratio
KMI,"Kinder Morgan, Inc.",Energy,17.33,16.0,13.415385,38765.109248,6.48,102.75
KLAC,KLA Corporation,Technology,624.0,30.317146,22.54118,81473.560576,0.97,27.09
KHC,The Kraft Heinz Company,Consumer Defensive,37.37,15.376032,12.280528,45639.553024,4.3,66.120005
KR,The Kroger Co.,Consumer Defensive,46.5,18.015564,10.668202,33309.282304,2.51,41.63
LHX,"L3Harris Technologies, Inc.",Industrials,209.5,32.486027,14.579094,39653.66272,2.18,70.809996
LH,Laboratory Corporation of America Holdings,Healthcare,228.58,23.139917,15.394936,19095.707648,1.28,29.659998
LRCX,Lam Research Corporation,Technology,853.0,32.357887,23.681625,110147.493888,0.95,28.73
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,105.38,13.513618,15.90687,15042.118656,1.38,14.53
LVS,Las Vegas Sands Corp.,Consumer Cyclical,50.22,30.882715,16.035257,37691.052032,1.2,24.69
LDOS,"Leidos Holdings, Inc.",Technology,111.63,105.235855,14.677632,15338.795008,1.36,135.85
LEN,Lennar Corporation,Consumer Cyclical,149.14,10.806993,9.210428,41769.566208,1.35,10.92
LIN,Linde plc,Basic Materials,404.41,33.44702,26.185352,195914.9568,1.26,41.32
LYV,"Live Nation Entertainment, Inc.",Communication Services,89.85,59.52667,40.220722,20565.71904,,
LKQ,LKQ Corporation,Consumer Cyclical,47.76,13.34734,11.454328,12751.044608,2.52,30.81
LMT,Lockheed Martin Corporation,Industrials,431.97,15.599057,16.832811,103884.742656,2.93,44.099998
L,Loews Corporation,Financial Services,73.03,11.077625,25.09655,16248.208384,0.3399999999999999,3.81
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,212.32,16.256134,16.41983,121912.459264,2.08,32.98
LULU,Lululemon Athletica Inc.,Consumer Cyclical,475.0,60.973213,33.569523,60323.08224,,
LYB,LyondellBasell Industries N.V.,Basic Materials,96.25,13.652361,10.305615,30953.865216,5.239999699999999,69.81
MTB,M&T Bank Corporation,Financial Services,142.69,8.962635,8.828446,23513.40544,3.67,32.930002
MRO,Marathon Oil Corporation,Energy,23.09,8.44,8.031141,13583.582208,1.9,14.18
MPC,Marathon Petroleum Corporation,Energy,157.19,6.0527906,10.630464,60948.963328,2.0599999,11.3199994
MKTX,MarketAxess Holdings Inc.,Financial Services,276.24,42.02128,36.28609,10480.842752,1.04,43.400002
MAR,"Marriott International, Inc.",Consumer Cyclical,242.52,25.647558,24.98449,70955.74528,0.86,19.510001
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,190.47,25.629482,20.443857,94951.079936,1.47,34.53
MLM,"Martin Marietta Materials, Inc.",Basic Materials,504.29,28.322983,23.9313,31002.49088,0.58999998,15.37
MAS,Masco Corporation,Industrials,67.2,18.324251,16.939547,15097.69216,1.7000000000000002,30.930000000000003
MA,Mastercard Incorporated,Financial Services,432.55,38.166233,33.45004,411242.921984,0.6,19.18
MTCH,"Match Group, Inc.",Communication Services,37.95,21.446327,17.333332,10317.983744,,
MKC,"McCormick & Company, Incorporated",Consumer Defensive,68.84,27.412699,22.428572,18407.471104,2.4300002000000003,61.9
MCD,McDonald's Corporation,Consumer Cyclical,295.33,25.772488,25.325825,215578.86976,2.29,53.620000000000005
MCK,McKesson Corporation,Healthcare,487.1,19.195807,15.75552,64570.994688,0.50999997,8.8599995
MDT,Medtronic plc,Healthcare,86.19,28.097404,15.8789,115067.920384,3.19,88.96
MRK,"Merck & Co., Inc.",Healthcare,120.51,67.12222,14.23086,306160.304128,2.55,162.22
META,"Meta Platforms, Inc.",Communication Services,394.35,34.848804,24.37477,1012884.701184,,
MET,"MetLife, Inc.",Financial Services,70.67,,7.754923,52464.664576,2.93,75.2
MTD,Mettler-Toledo International Inc.,Healthcare,1224.21,31.057907,30.900251,26399.37536,,
MGM,MGM Resorts International,Consumer Cyclical,43.83,14.647652,19.061136,14910.098432,0.029999999,0.08
MCHP,Microchip Technology Incorporated,Technology,88.56,19.061403,19.103296,48504.745984,1.83,32.43
MU,"Micron Technology, Inc.",Technology,87.24,,14.458128,98468.962304,0.52,31.56
MSFT,Microsoft Corporation,Technology,404.37,39.216503,33.801674,3009100.644352,0.74,26.36
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,132.38,26.168,31.00474,15815.808,4.4899996,109.0
MRNA,"Moderna, Inc.",Healthcare,103.55,,-16.134706,38818.521088,,
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,100.17,,10.240366,6429.991936,,
MOH,"Molina Healthcare, Inc.",Healthcare,351.04,22.031776,15.002545,20615.462912,,
TAP,Molson Coors Beverage Company,Consumer Defensive,63.15,53.623936,11.365942,13534.147584,2.6099999,137.61001
MDLZ,"Mondelez International, Inc.",Consumer Defensive,74.6,22.497005,21.34659,102258.024448,2.26,47.31
MPWR,"Monolithic Power Systems, Inc.",Technology,609.08,64.91792,46.67236,28801.820672,0.67000003,40.63
MNST,Monster Beverage Corporation,Consumer Defensive,55.16,37.714283,30.461536,57681.993728,,
MCO,Moody's Corporation,Financial Services,392.37,47.416565,34.882618,71242.801152,0.7900001,36.620000000000005
MS,Morgan Stanley,Financial Services,87.88,16.936295,11.936055,143992.127488,3.88,62.740004000000006
MOS,The Mosaic Company,Basic Materials,32.23,8.159493,9.592262,10533.892096,2.6099999,18.99
MSI,"Motorola Solutions, Inc.",Technology,328.0,33.006073,25.717665,54535.65952,1.2,35.59
MSCI,MSCI Inc.,Financial Services,557.09,45.888885,37.18957,43444.002816,1.0,44.95
NDAQ,"Nasdaq, Inc.",Financial Services,58.4,26.286995,21.08633,33821.687808,1.5,37.669998
NTAP,"NetApp, Inc.",Technology,89.265,27.179012,13.737909,18386.223104,2.27,61.73
NFLX,"Netflix, Inc.",Communication Services,561.81,47.377075,29.663027,249661.423616,,
NEM,Newmont Corporation,Basic Materials,34.5,,10.591331,39426.68288,4.68,180.33
NWSA,News Corporation,Communication Services,24.72,103.083336,29.452381,14276.637696,0.8099999999999999,83.33
NWS,News Corporation,Communication Services,25.75,107.29167,,14271.08864,0.7799999999999999,83.33
NEE,"NextEra Energy, Inc.",Utilities,58.33,16.244444,16.021917,119983.996928,3.2,51.96
NKE,"NIKE, Inc.",Consumer Cyclical,101.57,29.956268,26.278772,155678.572544,1.4400001,40.52
NI,NiSource Inc.,Utilities,25.69,17.213333,15.099415,10674.37568,4.1100003,65.669996
NDSN,Nordson Corporation,Industrials,254.43,29.846153,22.782295,14404.529152,1.08,31.09
NSC,Norfolk Southern Corporation,Industrials,232.88,29.245941,18.216175,53786.56256,2.31,67.33
NTRS,Northern Trust Corporation,Financial Services,82.25,16.062992,12.215569,16738.281472,3.68,59.06
NOC,Northrop Grumman Corporation,Industrials,435.74,32.36955,15.966459,65709.764608,1.71,54.25
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,17.87,,13.887096,7325.817856,,
NRG,"NRG Energy, Inc.",Utilities,53.74,,8.489828,12247.697408,3.0,27.08
NUE,Nucor Corporation,Basic Materials,175.2,8.8568535,13.75491,43046.412288,1.23000005,10.3199996
NVDA,NVIDIA Corporation,Technology,609.6,80.62219,31.903294,1507465.756672,0.029999999,2.11
NVR,"NVR, Inc.",Consumer Cyclical,6995.21,14.814727,16.638235,22367.051776,,
NXPI,NXP Semiconductors N.V.,Technology,218.12,19.955473,15.043356,55449.976832,1.89,36.060002
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,1026.38,27.245138,23.91277,60493.942784,,
OXY,Occidental Petroleum Corporation,Energy,58.23,12.723311,14.491315,51250.733056,1.23000005,14.6
ODFL,"Old Dominion Freight Line, Inc.",Industrials,397.61,34.966164,29.590807,43147.759616,0.41,13.350001
OMC,Omnicom Group Inc.,Communication Services,91.35,13.229985,11.593112,18008.035328,3.08,40.760000000000005
ON,ON Semiconductor Corporation,Technology,72.1,14.457661,15.065125,30885.351424,,
OKE,"ONEOK, Inc.",Energy,70.25,12.94853,14.173039,41034.891264,5.6199998,69.85
ORCL,Oracle Corporation,Technology,114.64,31.668509,20.041958,316125.544448,1.39999995,41.990003
OTIS,Otis Worldwide Corporation,Industrials,89.1,26.776434,23.020779,36272.623616,1.53,38.07
PCAR,PACCAR Inc,Industrials,101.49,11.616438,11.957697,53251.01056,1.06,11.87
PKG,Packaging Corporation of America,Consumer Cyclical,172.6,20.278303,17.582823,15411.795968,2.91,58.959997
PANW,"Palo Alto Networks, Inc.",Technology,340.0,192.38203,53.091476,107971.330048,,
PARA,Paramount Global,Communication Services,13.98,,12.105264,9219.3792,1.45000005,93.2
PH,Parker-Hannifin Corporation,Industrials,473.16,26.112404,18.551928,60587.995136,1.26,31.14
PAYX,"Paychex, Inc.",Industrials,121.25,26.875557,24.043737,43516.874752,2.94,76.89
PAYC,"Paycom Software, Inc.",Technology,193.94,33.24357,23.868227,11182.992384,0.77,12.839999999999998
PYPL,"PayPal Holdings, Inc.",Financial Services,60.32,18.441792,12.233663,66607.489024,,
PNR,Pentair plc,Industrials,72.35,23.443367,17.206652,11974.260736,1.27,28.16
PEP,"PepsiCo, Inc.",Consumer Defensive,166.6,28.023373,22.381334,230784.008192,2.95,80.5
PFE,Pfizer Inc.,Healthcare,27.63,15.010928,13.143541,155106.885632,6.12,89.07000000000001
PCG,PG&E Corporation,Utilities,16.72,19.755814,12.585185,43214.2336,0.23999999,
PM,Philip Morris International Inc.,Consumer Defensive,91.75,17.640776,13.828006,141036.437504,5.72,99.22
PSX,Phillips 66,Energy,137.65,8.472508,10.7778635,61690.630144,3.0,24.89
PNW,Pinnacle West Capital Corporation,Utilities,70.33,17.033413,14.715465,8093.215744,4.93,82.58
PXD,Pioneer Natural Resources Company,Energy,227.86,10.989033,10.768225,53836.087296,6.0599998,78.5
PNC,"The PNC Financial Services Group, Inc.",Financial Services,151.07,11.84375,10.736545,60341.198848,4.0599998,47.689998
POOL,Pool Corporation,Industrials,378.74,27.169907,26.595491,14597.143552,1.17,30.26
PPG,"PPG Industries, Inc.",Basic Materials,143.79,26.736448,15.347639,33728.82944,1.7999999999999998,47.48
PPL,PPL Corporation,Utilities,25.86,24.894232,15.14035,19084.138496,3.7100002,90.870005
PFG,"Principal Financial Group, Inc.",Financial Services,80.0,12.6191225,10.720373,19194.550272,3.3299997,40.28
PG,The Procter & Gamble Company,Consumer Defensive,155.81,26.197987,24.435055,367400.517632,2.41,62.57
PGR,The Progressive Corporation,Financial Services,178.2,27.267477,17.35203,105014.51776,0.64,4.5600000000000005
PLD,"Prologis, Inc.",Real Estate,126.89,38.562313,40.663464,120186.871808,2.74,105.77999
PRU,"Prudential Financial, Inc.",Financial Services,106.0,30.00565,7.9387145,38345.4208,4.71,139.83
PEG,Public Service Enterprise Group Incorporated,Utilities,57.71,10.279857,15.713896,28737.767424,3.95,40.11
PTC,PTC Inc.,Technology,180.03,87.694176,29.566282,21576.292352,,
PSA,Public Storage,Real Estate,292.95,26.594498,25.859055,51112.513536,4.14,100.82
PHM,"PulteGroup, Inc.",Consumer Cyclical,104.91,8.588236,9.132928,22663.348224,0.76,5.23
QRVO,"Qorvo, Inc.",Technology,105.17,,13.787234,10092.812288,,
PWR,"Quanta Services, Inc.",Industrials,198.4,41.85501,23.480862,28519.44448,0.18000001,6.819999999999999
QCOM,QUALCOMM Incorporated,Technology,152.21,23.116564,15.506172,168331.640832,2.12,47.55
DGX,Quest Diagnostics Incorporated,Healthcare,131.0,19.468658,14.509456,14666.021888,2.18,41.58
RL,Ralph Lauren Corporation,Consumer Cyclical,144.33,18.42711,13.632924,9313.630208,2.08,38.31
RJF,"Raymond James Financial, Inc.",Financial Services,114.37,14.170214,11.34469,23629.01504,1.59,21.4
RTX,RTX Corporation,Industrials,90.69,40.542603,14.629451,130000.543744,2.6099999,104.04
O,Realty Income Corporation,Real Estate,55.58,41.64394,37.910343,45732.237312,5.5999998,229.92
REG,Regency Centers Corporation,Real Estate,64.25,30.0,29.581394,11808.038912,4.21,122.64
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,952.0,26.812605,21.016096,102415.622144,,
RF,Regions Financial Corporation,Financial Services,19.23,9.0758295,8.744292,17694.599168,5.0100002,41.709998
RSG,"Republic Services, Inc.",Industrials,170.59,33.195736,28.739931,53894.168576,1.25,39.150003
RMD,ResMed Inc.,Healthcare,187.98,31.42975,23.504326,27968.970752,1.01,30.46
RVTY,"Revvity, Inc.",Healthcare,110.66,64.327484,23.965141,13574.769664,0.25,16.469998999999998
RHI,Robert Half Inc.,Industrials,81.47,18.518099,20.987179,8667.505664,2.35,42.310002
ROK,"Rockwell Automation, Inc.",Industrials,305.76,25.376884,21.627409,34718.347264,1.65,39.5
ROL,"Rollins, Inc.",Consumer Cyclical,43.11,52.08434,42.80198,20924.962816,1.39,62.64999999999999
ROP,"Roper Technologies, Inc.",Technology,552.94,47.632584,29.987997,58717.917184,0.5499999999999999,23.64
ROST,"Ross Stores, Inc.",Consumer Cyclical,141.46,28.071285,24.315609,47725.768704,0.95,26.090000000000003
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,127.28,37.640244,13.463468,31634.774016,,
SPGI,S&P Global Inc.,Financial Services,448.93,58.151043,30.949411,141482.88512,0.8200000000000001,46.16
CRM,"Salesforce, Inc.",Technology,279.28,106.44106,29.282425,270981.922816,,
SBAC,SBA Communications Corporation,Real Estate,233.0,49.980263,38.11204,24588.525568,1.49,71.650004
SLB,Schlumberger Limited,Energy,52.41,18.185566,13.674418,75516.837888,2.08,34.36
STX,Seagate Technology Holdings plc,Technology,90.89,,19.789934,18992.400384,3.1,98.59
SRE,Sempra,Utilities,70.86,16.414352,14.711618,44625.649664,3.36,54.56999999999999
NOW,"ServiceNow, Inc.",Technology,767.1,91.709175,48.27102,157735.206912,,
SHW,The Sherwin-Williams Company,Basic Materials,304.28,32.66775,23.899446,77263.33952,0.8,26.16
SPG,"Simon Property Group, Inc.",Real Estate,143.2,21.062317,22.497623,53260.55424,5.35,109.05
SWKS,"Skyworks Solutions, Inc.",Technology,106.01,17.061989,11.925882,16758.03648,2.5999999,41.439998
SJM,The J. M. Smucker Company,Consumer Defensive,132.11,13169.001,12.923455,13978.103808,3.22,41200.0
SNA,Snap-on Incorporated,Industrials,289.49,15.725299,15.023859,15288.255488,2.5700000000000003,35.2
SO,The Southern Company,Utilities,69.24,25.222628,17.234413,75372.7488,4.05,100.73
LUV,Southwest Airlines Co.,Industrials,30.53,37.148148,13.373333,17937.1008,2.39,88.89
SWK,"Stanley Black & Decker, Inc.",Industrials,95.06,,21.326576,14517.019648,3.42,300.0
SBUX,Starbucks Corporation,Consumer Cyclical,92.92,25.92179,21.043085,105070.01856,2.4600001,59.220004
STT,State Street Corporation,Financial Services,74.87,13.460574,8.795082,22679.013376,3.67,47.31
STLD,"Steel Dynamics, Inc.",Basic Materials,116.37,7.923497,11.995863,18770.655232,1.47,11.61
STE,STERIS plc,Healthcare,217.92,39.217785,22.722397,21349.7344,0.95999995,34.96
SYK,Stryker Corporation,Healthcare,313.25,46.264484,26.934254,118297.485312,1.0299999,44.509998
SYF,Synchrony Financial,Financial Services,38.61,7.6184974,6.2662444,16088.82688,2.48,18.5
SNPS,"Synopsys, Inc.",Technology,530.8,66.68308,36.675697,80548.274176,,
SYY,Sysco Corporation,Consumer Defensive,75.41,21.169014,15.821053,37903.556608,2.6600001,55.77
TMUS,"T-Mobile US, Inc.",Communication Services,159.92,23.433527,13.468439,193912.569856,0.8,9.38
TROW,"T. Rowe Price Group, Inc.",Financial Services,112.07,15.682336,14.777181,24601.810944,4.4299997,69.23
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,168.5,,23.120167,28467.683328,,
TPR,"Tapestry, Inc.",Consumer Cyclical,39.2,9.916031,8.757304,8931.3792,3.5900000000000003,31.81
TRGP,Targa Resources Corp.,Energy,85.88,22.784777,13.294026,19356.545024,2.3,44.619998
TGT,Target Corporation,Consumer Defensive,142.89,18.156689,15.679868,65800.687616,3.09,55.28999999999999
TEL,TE Connectivity Ltd.,Technology,145.8,13.733839,17.32374,44698.64448,1.63,22.15
TDY,Teledyne Technologies Incorporated,Technology,425.05,22.670996,18.628723,19768.502272,,
TFX,Teleflex Incorporated,Healthcare,246.97,28.557241,17.66257,11487.36512,0.5599999999999999,15.909999999999998
TER,"Teradyne, Inc.",Technology,108.74,49.05116,29.213297,16122.619904,0.4599999999999999,20.47
TSLA,"Tesla, Inc.",Consumer Cyclical,185.5,59.112904,46.275253,582537.05216,,
TXN,Texas Instruments Incorporated,Technology,166.2,23.209333,24.862122,149157.80608,3.17,71.0
TXT,Textron Inc.,Industrials,86.49,18.562363,12.475,16627.103744,0.090000004,1.7500000000000002
TMO,Thermo Fisher Scientific Inc.,Healthcare,554.0,35.843483,24.833485,211472.990208,0.26,8.85
TJX,"The TJX Companies, Inc.",Consumer Cyclical,95.69,27.225988,23.393204,109842.358272,1.38,35.45
TSCO,Tractor Supply Company,Consumer Cyclical,227.43,22.228516,21.99227,24608.907264,1.8099999,39.119998
TT,Trane Technologies plc,Industrials,251.16,29.313519,25.050797,57232.859136,1.1900000000000002,34.07
TDG,TransDigm Group Incorporated,Industrials,1082.32,49.02536,28.827696,60179.607552,,
TRV,"The Travelers Companies, Inc.",Financial Services,211.65,16.530884,10.233785,48248.324096,1.89,30.73
TRMB,Trimble Inc.,Technology,51.75,37.762962,18.742647,12682.192896,,
TFC,Truist Financial Corporation,Financial Services,37.59,,9.653061,50468.724736,5.5,52.26
TYL,"Tyler Technologies, Inc.",Technology,429.53,116.38378,49.04556,18139.523072,,
TSN,"Tyson Foods, Inc.",Consumer Defensive,54.32,,16.26923,19534.647296,3.56,202.13
USB,U.S. Bancorp,Financial Services,42.62,13.039755,9.757437,66433.118208,4.6,59.02
UBER,"Uber Technologies, Inc.",Technology,65.65,126.0,56.97391,134830.98112,,
UDR,"UDR, Inc.",Real Estate,36.62,26.586956,89.4878,13035.22304,4.58,118.83999
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,496.34,20.040195,18.321825,23969.470464,,
UNP,Union Pacific Corporation,Industrials,241.47,22.981836,18.988152,146541.264896,2.16,49.76
UAL,"United Airlines Holdings, Inc.",Industrials,43.0,5.3929024,3.5078318,13957.03808,,
UPS,"United Parcel Service, Inc.",Industrials,160.07,16.123482,16.698114,135711.817728,4.0700004,64.57000000000001
URI,"United Rentals, Inc.",Industrials,653.0,17.888542,13.732854,42381.103104,1.0299999,16.780001
UNH,UnitedHealth Group Incorporated,Healthcare,493.28,21.098532,17.447989,465422.25408,1.49,30.55
UHS,"Universal Health Services, Inc.",Healthcare,157.73,16.55147,13.410213,10753.4592,0.50999997,8.4
VLO,Valero Energy Corporation,Energy,134.46,5.534109,11.304099,46951.87456,3.1,16.370001000000002
VTR,"Ventas, Inc.",Real Estate,47.63,2370.0002,-175.55556,19072.86016,3.8,9000.0
VLTO,Veralto Corporation,Industrials,77.07,26.27645,23.762344,18963.253248,0.47,
VRSN,"VeriSign, Inc.",Technology,203.24,28.974321,24.860464,20737.531904,,
VRSK,"Verisk Analytics, Inc.",Industrials,244.39,45.892853,36.93646,35398.578176,0.5599999999999999,24.95
VZ,Verizon Communications Inc.,Communication Services,42.29,15.418182,9.792149,178253.856768,6.2700000000000005,95.82
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,431.03,32.246628,26.213896,110847.500288,,
VFC,V.F. Corporation,Consumer Cyclical,17.41,,9.036459,6747.120128,2.07,536.66997
VTRS,Viatris Inc.,Healthcare,11.85,7.9006624,4.2607145,14312.064,4.02,31.790000000000003
VICI,VICI Properties Inc.,Real Estate,30.65,12.614107,11.515151,31449.710592,5.46,65.769994
V,Visa Inc.,Financial Services,265.94,30.868662,26.08958,542508.843008,0.7799999999999999,21.540001
VMC,Vulcan Materials Company,Basic Materials,223.41,35.5776,27.691158,29545.639936,0.77,27.040002
WRB,W. R. Berkley Corporation,Financial Services,83.13,16.132673,12.572531,20900.72064,0.53,8.51
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,130.02,30.947618,19.31352,23287.087104,0.52,15.71
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,23.17,34.621212,6.9664636,19705.2928,4.38,290.91
WMT,Walmart Inc.,Consumer Defensive,163.05,27.332779,25.311249,442252.623872,1.39,37.77
DIS,The Walt Disney Company,Communication Services,95.0,73.922485,19.908142,174917.894144,0.63,
WBD,"Warner Bros. Discovery, Inc.",Communication Services,10.59,,354.0,25897.613312,,
WM,"Waste Management, Inc.",Industrials,185.45,32.886726,27.527407,74839.621632,1.50999995,48.669997
WAT,Waters Corporation,Healthcare,318.69,28.816772,26.387312,18691.227648,,
